mean_x,std_x,mean_y,std_y,mean_z,std_z,Activity
3.1082356357054266,3.7050206236921546,-3.5494450351317828,3.813806558164211,3.3281602642844943,3.967716105056977,hand_wash
4.347855094060811,2.95577275916537,-4.793367450114863,3.8235714587164265,1.3682724803716217,1.7885037886528186,hand_wash
3.8218361263157883,3.6291101108177997,-4.520678137822371,3.420139567985451,0.5134882886217108,2.9969642082689023,hand_wash
3.8727201757241407,2.4361180124375985,-4.727598023255173,4.059144853430721,-1.5150535502551719,3.010470214852241,hand_wash
4.091144568815788,4.068071624366558,-3.6389657288046053,3.2211358643615995,1.6841213444374994,2.9871651762523403,hand_wash
3.6590349341496604,2.5219135474463408,-5.025742260108842,3.7651638923758175,-1.8319893217666667,2.1512677149123287,hand_wash
3.8787174061744967,2.5892412361685717,-5.004458895302013,4.125629286985743,-0.5195738669999996,2.712412679903884,hand_wash
3.3508328169594606,3.382982991024028,-4.158760556385136,3.0932405746621137,1.129991849716217,3.5988734103063207,hand_wash
3.6888293155890417,2.4772735191201143,-4.952830640650684,4.682153578581126,-2.4450928469109594,3.4617628651317056,hand_wash
3.6273681923557057,3.9268286485274824,-3.888202747510067,3.6965803253642235,0.15636773722818822,3.833868844907677,hand_wash
4.227696347750001,3.2526555603699445,-4.541868596885135,4.155788841641561,-1.6675387136000004,2.325196407284399,hand_wash
3.7827177782715236,3.818015434627465,-3.704910316139075,3.5016874391876005,0.7905825857019875,5.045957584360873,hand_wash
4.213014328758622,3.5320714753538844,-4.13898137328069,4.247230300351187,-2.2231898652137945,2.764363330542721,hand_wash
4.041207811610002,3.669573130119685,-4.342633668212668,4.45137235366132,1.2157043590999999,2.641610303341372,hand_wash
4.396201684358111,3.083601086135368,-4.346245955000003,3.696685154533428,-2.0878958264527014,2.61371346168657,hand_wash
3.860211407690789,3.6582435810867877,-4.445835817435527,3.805252994559438,-0.8083855975230264,3.217465892627061,hand_wash
4.2167447649727885,2.64715439000185,-3.7199697429523795,4.327609966433211,-0.6596183373632665,4.216422914750661,hand_wash
3.9371422721768714,3.8052669907615955,-4.382413478020405,3.6720652141824006,-2.015770829693877,3.035910483462577,hand_wash
4.15271277525658,3.195519396258354,-4.878578850559208,3.9402965903825082,-0.46568350470000025,1.9038592387694888,hand_wash
3.771700166499999,3.842509325677016,-3.964195153027777,3.412711493025572,-0.3293286467291663,3.45958882038647,hand_wash
4.188427812019868,2.785524969223408,-3.9894873123774848,3.201641228379471,-2.430388980123841,2.6597223284466063,hand_wash
