7214456212
7234196903,1,3,-2.0058289,4.069138,10.100995
7234196913,1,3,-2.574646,4.0511756,10.072254
7234197023,1,3,-4.6834607,0.34608033,7.05932
7234197033,1,3,-4.7696815,-0.32452515,7.6413097
7234197043,1,3,-5.310956,-0.76760375,8.020921
7234197052,1,3,-6.051017,-0.60234743,8.038883
7234197062,1,3,-6.4306273,-0.027542725,7.2461314
7234197072,1,3,-6.2905188,0.7101233,6.460565
7234197082,1,3,-6.1552,1.1448194,6.2090883
7234197092,1,3,-6.094127,1.2981006,6.798263
7234197102,1,3,-6.2330384,1.4561719,7.345525
7234197112,1,3,-6.5120583,1.780697,7.932305
7234197113,4,3,-0.011717909,-0.0127831735,3.0189595
7234197122,1,3,-6.922804,1.9782861,7.899972
7234197132,1,3,-7.284452,2.0561242,7.899972
7234197133,4,3,-0.10759171,-0.23435818,2.993393
7234197142,1,3,-7.8161464,1.7112415,8.544232
7234197152,1,3,-8.390951,1.4346167,8.916657
7234197153,4,3,-0.43782368,-0.40906155,3.0647657
7234197162,1,3,-8.389753,0.80233157,9.895023
7234197172,1,3,-8.109536,0.1580713,11.008707
7234197173,4,3,-0.90227896,-0.41864893,3.2820797
7234197182,1,3,-7.812554,-0.10298584,11.498488
7234197192,1,3,-7.676038,0.34967285,11.323652
7234197193,4,3,-0.97152114,-0.40586576,3.3854103
7234197202,1,3,-8.170609,0.93884766,10.602752
7234197211,1,3,-8.823252,1.3711487,10.339299
7234197213,4,3,-0.79788303,-0.24181503,3.6187034
7234197221,1,3,-9.148974,1.8082397,9.705816
7234197231,1,3,-8.976533,1.9208057,9.11784
7234197232,4,3,-0.9321064,-0.015978966,3.9073899
7234197241,1,3,-8.31431,1.2442126,9.045989
7234197251,1,3,-7.9155397,0.5281018,9.344169
7234197252,4,3,-1.3369069,0.05965481,4.0053945
7234197261,1,3,-7.739506,0.28500733,9.7321615
7234197271,1,3,-8.134684,0.029937744,9.571695
7234197272,4,3,-1.7214674,0.27803403,4.0916805
7234197281,1,3,-8.893905,-0.20357665,9.556128
7234197291,1,3,-9.764495,-0.71730834,9.614806
7234197292,4,3,-1.8461033,0.773382,4.3292346
7234197301,1,3,-10.403965,-1.1855347,9.484278
7234197311,1,3,-10.643467,-1.4537768,9.327404
7234197312,4,3,-1.9547602,1.24849,4.463458
7234197321,1,3,-10.07944,-1.5471826,9.481882
7234197331,1,3,-9.358539,-1.2130774,9.154963
7234197332,4,3,-2.0772657,1.3795174,4.547614
7234197341,1,3,-8.626861,-0.9424402,8.527467
7234197351,1,3,-7.99697,-1.3040881,7.606582
7234197352,4,3,-2.2285333,1.3177321,4.6743803
7234197361,1,3,-7.2557116,-1.2406201,6.4665527
7234197370,1,3,-6.4569726,-1.2825329,5.1947975
7234197372,4,3,-2.5726137,1.2399678,4.5880938
7234197380,1,3,-6.0426345,-2.003434,4.7110033
7234197390,1,3,-5.500162,-3.676355,4.9481106
7234197391,4,3,-2.8495824,1.0088054,4.125769
7234197400,1,3,-6.14083,-6.5551686,5.835465
7234197410,1,3,-7.047345,-9.316626,7.2341566
7234197411,4,3,-2.9433255,0.7659251,3.3864756
7234197420,1,3,-7.6712475,-10.99793,8.61728
7234197430,1,3,-7.036567,-12.395424,8.788525
7234197431,4,3,-2.8016455,0.6711166,2.7579696
7234197440,1,3,-5.9300685,-14.566509,8.467591
7234197450,1,3,-4.905,-17.001045,7.7670484
7234197451,4,3,-2.0900488,0.2514024,2.31695
7234197460,1,3,-3.7949085,-18.665585,6.7120423
7234197470,1,3,-2.1363573,-18.8991,5.5708156
7234197471,4,3,-1.2793826,-0.2876214,1.5137408
7234197480,1,3,-0.87657714,-18.799706,5.20797
7234197490,1,3,-0.1484912,-19.233204,4.1541615
7234197491,4,3,-0.48256478,-0.79149145,0.3952131
7234197500,1,3,0.8586145,-20.585194,3.171006
7234197510,1,3,1.5160474,-21.427042,3.1434631
7234197511,4,3,-0.082025364,-1.2378373,-0.7957525
7234197520,1,3,1.470542,-22.066513,3.490741
7234197530,1,3,0.9172925,-23.581362,4.0344105
7234197531,4,3,0.5113269,-1.4604776,-1.7172062
7234197539,1,3,-2.393822,-24.73217,4.087101
7234197549,1,3,-8.732242,-27.325975,3.7122803
7234197550,4,3,1.2953615,-0.8468852,-2.437325
7234197559,1,3,-16.635805,-30.995146,3.6536024
7234197569,1,3,-21.298908,-33.07163,2.7123597
7234197570,4,3,2.0240023,0.54648066,-3.367301
7234197579,1,3,-18.95179,-34.30506,0.87298465
7234197589,1,3,-20.489391,-35.750458,-0.17124389
7234197590,4,3,3.6985981,0.20240024,-4.853345
7234197599,1,3,-27.466084,-35.554066,-0.8095166
7234197609,1,3,-34.082325,-32.14236,-0.7604187
7234197610,4,3,6.5567026,-0.26631612,-6.917827
7234197619,1,3,-36.575542,-27.433752,-0.34727782
7234197633,1,3,-36.76954,-21.89527,-0.21674927
7234197630,4,3,8.4581995,-0.71159667,-8.420916
7234197653,1,3,-38.47,-13.067226,0.6143225
7234197650,4,3,8.349543,-1.4966965,-9.490441
7234197672,1,3,-38.47,-3.5374439,1.3974938
7234197670,4,3,7.3258233,-1.788579,-10.39272
7234197683,1,3,-38.47,1.404679,1.6286132
7234197693,1,3,-38.47,5.955216,0.68976563
7234197690,4,3,6.3585634,-2.139051,-10.864632
7234197703,1,3,-37.96705,9.51182,-0.33889526
7234197713,1,3,-36.553986,13.816868,-2.6776319
7234197710,4,3,5.685316,-2.6162894,-11.0404005
7234197723,1,3,-34.961296,18.027311,-3.7901185
7234197732,1,3,-32.59861,20.321741,-3.2931519
7234197729,4,3,4.77345,-3.1521175,-11.03827
7234197742,1,3,-29.788055,20.296593,-5.2558703
7234197752,1,3,-27.086473,20.175644,-1.9291883
7234197749,4,3,3.1244206,-3.4376082,-10.5365305
7234197762,1,3,-22.543121,20.791164,-0.38320312
7234197772,1,3,-18.865568,22.340742,-0.98794556
7234197769,4,3,1.2516857,-3.193663,-9.2432995
7234197782,1,3,-16.084951,23.672373,-2.0261865
7234197792,1,3,-13.906681,24.260351,-2.396217
7234197789,4,3,0.6306366,-2.3073628,-7.2448635
7234197802,1,3,-11.8074465,22.446123,-2.3004162
7234197812,1,3,-9.504635,18.188976,-1.5220349
7234197809,4,3,-0.3717773,-1.4775218,-5.040831
7234197822,1,3,-6.8258057,13.394147,1.2549902
7234197832,1,3,-3.9457946,8.55022,3.222499
7234197829,4,3,-1.7022926,-1.2697952,-3.58568
7234197842,1,3,-2.2129982,5.1852174,3.923042
7234197852,1,3,-1.5196398,3.1302905,4.6355605
7234197849,4,3,-1.2293152,-1.2793826,-2.3947144
7234197862,1,3,-0.88855225,2.3483167,5.116959
7234197872,1,3,-1.4322217,2.1962328,4.884642
7234197869,4,3,0.53050166,-1.0908308,-0.94488955
7234197882,1,3,-2.6033862,1.5088623,4.4643164
7234197891,1,3,-3.5110986,0.14130615,4.6032276
7234197888,4,3,1.1132014,-0.5805691,0.3153183
7234197901,1,3,-4.3457627,-1.3076806,4.863087
7234197911,1,3,-5.0019984,-2.020199,5.52531
7234197908,4,3,0.5965481,-0.50813115,0.7755125
7234197921,1,3,-4.5601172,-1.4202466,5.9049206
7234197931,1,3,-3.382965,-0.4682263,5.835465
7234197928,4,3,0.531567,-0.9150621,0.7787083
7234197941,1,3,-2.3531067,0.38919067,6.516848
7234197951,1,3,-2.1507275,1.1352392,6.991062
7234197948,4,3,0.9438243,-1.1707256,0.8404936
7234197961,1,3,-2.8608508,1.5795153,7.387438
7234197971,1,3,-2.633324,1.9112256,7.601792
7234197968,4,3,0.7584683,-0.92997587,1.2016183
7234197981,1,3,-1.5639478,0.8238867,7.764653
7234197991,1,3,-0.61911255,-1.6322058,8.308323
7234197988,4,3,0.1257012,-0.48363006,1.406149
7234198001,1,3,-0.48379394,-3.166216,10.237511
7234198011,1,3,-2.4417224,-2.962639,12.122392
7234198008,4,3,0.054328486,0.0031957934,1.1366372
7234198021,1,3,-4.126619,-0.26704466,12.518767
7234198031,1,3,-4.912185,2.2417383,12.542717
7234198028,4,3,0.5581986,0.65407234,1.1962919
7234198041,1,3,-4.5780797,3.7314405,13.107942
7234198050,1,3,-3.6703675,4.094286,13.5606
7234198047,4,3,0.44315,0.6668555,1.3603427
7234198060,1,3,-3.2715967,3.206931,14.253959
7234198070,1,3,-3.3602123,2.0118165,14.547349
7234198067,4,3,-0.7392935,0.46019423,1.2985574
7234198080,1,3,-3.3470397,1.2454102,15.076648
7234198090,1,3,-3.014132,0.43469605,15.584393
7234198087,4,3,-1.6415725,0.5784386,1.3390374
7234198100,1,3,-2.7913952,0.04430786,14.806011
7234198110,1,3,-2.205813,0.5616321,14.121036
7234198107,4,3,-1.3411679,0.5592638,1.3528858
7234198120,1,3,-1.5543677,1.0118958,13.146262
7234198130,1,3,-1.2046949,1.3627661,12.019405
7234198127,4,3,-0.7605988,0.4346279,1.3326458
7234198140,1,3,-0.9077124,1.1687695,11.166779
7234198150,1,3,-0.6885681,0.75203615,10.574011
7234198147,4,3,-0.7073356,0.42717105,1.2538162
7234198160,1,3,-0.38799316,0.37362304,10.063872
7234198170,1,3,-0.15687378,0.22393432,9.304651
7234198167,4,3,-0.9981528,0.41438785,1.0301107
7234198180,1,3,-0.04550537,-0.085023195,8.477172
7234198190,1,3,0.30296996,0.0119750975,7.6341248
7234198187,4,3,-1.1121361,0.3536678,0.7520767
7234198200,1,3,0.6490503,0.123343505,7.2149963
7234198209,1,3,0.8454419,0.33410522,6.6569567
7234198206,4,3,-1.0056096,0.23542345,0.50813115
7234198219,1,3,1.1579919,0.34967285,6.42943
7234198229,1,3,1.0274634,0.28620484,6.4821205
7234198226,4,3,-0.7882957,0.10333065,0.32277513
7234198239,1,3,0.9448352,0.10657837,6.6246243
7234198249,1,3,0.40954834,-0.24429199,7.198231
7234198246,4,3,-0.50387007,0.0628506,0.20026971
7234198259,1,3,0.14489868,-0.65264285,7.3838453
7234198269,1,3,0.0071850587,-0.66940796,7.9299097
7234198266,4,3,-0.09161274,0.07243798,0.10759171
7234198279,1,3,0.07783814,-0.28500733,7.96823
7234198289,1,3,-0.26225463,0.008382568,8.138276
7234198286,4,3,0.42077947,-0.008522116,0.07137272
7234198299,1,3,-0.27662477,0.6095325,8.157436
7234198309,1,3,0.1580713,1.1484119,7.0485425
7234198306,4,3,0.7137272,-0.1587244,0.099069595
7234198319,1,3,1.780697,2.8273206,6.1911254
7234198329,1,3,2.3674767,0.48020142,8.007748
7234198326,4,3,0.7158577,-0.3174488,0.0127831735
7234198339,1,3,1.477727,-0.65743285,7.6329274
7234198349,1,3,1.7040564,-1.4322217,8.675959
7234198346,4,3,0.56245965,-0.23222765,-0.3387541
